site,treatment,date,plot_id,flux,replicate,f_quality_flag,f_fluxid,f_slope_corr,f_temp_air_ave,f_atm_pressure_ave,f_datetime,f_flux,f_model
ACJ,C,2018-03-15,3,Reco,1,ok,61,0.2985648122381622,22.683142857142855,0.6662084747607142,2018-03-15T10:09:53Z,12.501262580919178,exp_zhao18
ACJ,C,2018-03-15,2,NEE,1,ok,62,-0.5543273364687942,22.694782608695675,0.6662161372086957,2018-03-15T10:16:35Z,-23.20969638350538,exp_zhao18
ACJ,C,2018-03-15,2,Reco,1,ok,63,0.3001030579919176,22.76514285714285,0.6661675879382857,2018-03-15T10:20:06Z,12.561417753443243,exp_zhao18
ACJ,C,2018-03-15,1,NEE,1,ok,64,-0.199087013756454,22.754428571428548,0.6662253934458571,2018-03-15T10:25:10Z,-8.33421268173902,exp_zhao18
ACJ,C,2018-03-15,1,Reco,1,ok,65,0.2061544917217516,23.09371428571427,0.6661675879382857,2018-03-15T10:34:35Z,8.619440689939978,exp_zhao18
QUE,B,2018-03-17,5,Reco,1,ok,66,0.08808802822555356,13.777205882352916,0.6345742656064706,2018-03-17T08:08:21Z,3.6222593752362897,exp_zhao18
QUE,B,2018-03-17,5,NEE,1,ok,67,-0.21425310549594123,14.462714285714299,0.6345296467211429,2018-03-17T08:12:40Z,-8.788664636731452,exp_zhao18
QUE,B,2018-03-17,4,NEE,1,ok,68,-0.2656411358088511,15.451000000000022,0.6347312610524285,2018-03-17T08:20:02Z,-10.862738249135484,exp_zhao18
QUE,B,2018-03-17,4,Reco,1,ok,69,0.12004121001308538,16.66542857142855,0.6346396181745714,2018-03-17T08:28:56Z,4.887513526531957,exp_zhao18
QUE,B,2018-03-17,3,NEE,1,ok,70,-0.16778908212115295,17.39227272727271,0.6347860758833332,2018-03-17T08:32:52Z,-6.816064483502583,exp_zhao18
QUE,B,2018-03-17,3,Reco,1,ok,71,0.1519310503673313,18.227857142857147,0.6347552291897142,2018-03-17T08:37:54Z,6.153868507768921,exp_zhao18
QUE,B,2018-03-17,2,NEE,1,ok,72,-0.16573227625056952,19.16742857142856,0.6352599699631429,2018-03-17T08:51:13Z,-6.696622303525479,exp_zhao18
QUE,B,2018-03-17,2,Reco,1,ok,73,0.10252300923930957,19.482968749999998,0.6352408923832813,2018-03-17T08:55:55Z,4.137980775629856,exp_zhao18
QUE,B,2018-03-17,1,Reco,1,ok,74,0.020763383661038026,17.50400000000002,0.6353146032172501,2018-03-17T09:52:49Z,0.8438448271179886,exp_zhao18
QUE,B,2018-03-17,1,NEE,1,ok,75,-0.10006542955085998,17.883030303030296,0.6352750515183334,2018-03-17T09:58:34Z,-4.0612106133871135,exp_zhao18
QUE,B,2019-04-05,1,NEE,1,ok,76,-0.3402281857070013,28.01057142857144,0.6352176732502858,2019-04-05T10:42:45Z,-13.342790870452806,exp_zhao18
QUE,B,2019-04-05,1,Reco,1,ok,77,0.09586985219465964,28.21285714285716,0.6351810160991428,2019-04-05T10:45:19Z,3.757004995601836,exp_zhao18
QUE,B,2019-04-05,2,NEE,1,ok,78,-0.16597264537368306,28.41742857142856,0.6350611754127142,2019-04-05T10:53:54Z,-6.498596552525764,exp_zhao18
QUE,B,2019-04-05,2,Reco,1,ok,79,0.03368705919736917,27.296857142857164,0.6349526138497141,2019-04-05T11:09:36Z,1.3236972889383412,exp_zhao18
QUE,B,2019-04-05,3,NEE,1,ok,80,-0.14194625778020623,24.298857142857116,0.6342124213747142,2019-04-05T11:30:41Z,-5.627277292027825,exp_zhao18
QUE,B,2019-04-05,3,Reco,1,ok,81,2.879001018888088e-5,23.958500000000015,0.6342511933614999,2019-04-05T11:33:32Z,0.001142720357948394,exp_zhao18
QUE,B,2019-04-05,4,NEE,1,ok,82,-0.19280604965119802,24.34413793103448,0.6339825120010344,2019-04-05T11:41:26Z,-7.639614637066139,exp_zhao18
QUE,B,2019-04-05,4,Reco,1,ok,83,0.06266968386976672,23.564999999999998,0.6339586410975714,2019-04-05T11:53:21Z,2.4896073499439773,exp_zhao18
QUE,B,2019-04-05,5,NEE,1,ok,84,-0.2554320395682772,22.988382352941187,0.6337513457372058,2019-04-05T12:08:57Z,-10.163691997551231,exp_zhao18
QUE,B,2019-04-05,5,Reco,1,ok,85,0.07401530197608666,23.76857142857142,0.6336385959702857,2019-04-05T12:11:31Z,2.9368225465965185,exp_zhao18
TRE,C,2019-04-08,1,NEE,1,ok,86,-0.19002092510969693,34.14542857142857,0.6504233415224285,2019-04-08T10:53:57Z,-7.478136298303057,exp_zhao18
TRE,C,2019-04-08,1,NEE,2,ok,87,-0.1867249312353504,34.73000000000002,0.6503359283158571,2019-04-08T10:57:10Z,-7.333486681432498,exp_zhao18
TRE,C,2019-04-08,1,NEE,3,zero,88,0,35.35072727272728,0.6503447721739999,2019-04-08T10:59:55Z,0,exp_zhao18
TRE,C,2019-04-08,1,NEE,4,zero,89,0,35.858444444444444,0.6502508649266666,2019-04-08T11:02:34Z,0,exp_zhao18
TRE,C,2019-04-08,1,Reco,1,ok,90,0.05504220653428861,36.295000000000016,0.650128674422857,2019-04-08T11:08:55Z,2.1501245445253354,exp_zhao18
TRE,C,2019-04-08,2,Reco,1,ok,91,0.11085447564391893,36.42771428571427,0.6498509260084285,2019-04-08T11:21:27Z,4.3266245923843005,exp_zhao18
TRE,C,2019-04-08,3,NEE,1,ok,92,-0.20517804650690244,36.469857142857165,0.6497141666368571,2019-04-08T11:28:13Z,-8.005276755217302,exp_zhao18
TRE,C,2019-04-08,3,Reco,1,ok,93,0.14780391508321503,36.4242857142857,0.6496366226632857,2019-04-08T11:31:34Z,5.766914172676304,exp_zhao18
TRE,C,2019-04-08,4,NEE,1,ok,94,-0.16625189391569517,36.99727272727273,0.64945833561,2019-04-08T11:38:55Z,-6.472944148811502,exp_zhao18
TRE,C,2019-04-08,4,Reco,1,ok,95,0.045978803029292636,36.6647142857143,0.6493969412904286,2019-04-08T11:41:53Z,1.7919165857297388,exp_zhao18
TRE,C,2019-04-08,5,NEE,1,ok,96,-0.11679791096445305,37.43230769230769,0.6492315502978462,2019-04-08T11:49:24Z,-4.539519741072822,exp_zhao18
TRE,C,2019-04-08,5,NEE,2,zero,97,0,37.558142857142855,0.6492023764112856,2019-04-08T11:53:31Z,0,exp_zhao18
TRE,C,2019-04-08,5,NEE,3,ok,98,-0.22789711288657055,37.3417391304348,0.6491795525328985,2019-04-08T11:56:30Z,-8.859424987627715,exp_zhao18
TRE,C,2019-04-08,5,NEE,4,ok,99,-0.052750432943726,37.358000000000004,0.6491251144158,2019-04-08T11:59:41Z,-2.050376314515377,exp_zhao18
TRE,C,2019-04-08,5,Reco,1,ok,100,0.10325271449155826,36.656000000000006,0.6490862954326666,2019-04-08T12:03:31Z,4.022221868523334,exp_zhao18
TRE,C,2019-04-08,4,NEE,2,zero,101,0,32.773571428571415,0.6489062994212857,2019-04-08T12:36:56Z,0,exp_zhao18
TRE,C,2019-04-08,4,NEE,3,ok,102,-0.17181470079587924,33.21449999999999,0.6488839761561667,2019-04-08T12:40:11Z,-6.76613812786471,exp_zhao18
TRE,C,2019-04-08,4,NEE,4,ok,103,-0.04239960381218657,33.4134285714286,0.648862592818,2019-04-08T12:43:25Z,-1.6685764944380452,exp_zhao18
TRE,C,2019-04-08,3,NEE,2,ok,104,-0.19382589096948072,33.932428571428545,0.6488315752285714,2019-04-08T12:52:10Z,-7.614488386808316,exp_zhao18
TRE,C,2019-04-08,3,NEE,3,ok,105,-0.02931088580202701,34.24285714285713,0.6488076070912857,2019-04-08T12:55:10Z,-1.1502785855113433,exp_zhao18
TRE,C,2019-04-08,3,NEE,4,zero,106,0,34.4641176470588,0.6488019260622059,2019-04-08T12:58:03Z,0,exp_zhao18
TRE,C,2019-04-08,2,NEE,1,zero,107,0,34.96485714285711,0.6487695400497143,2019-04-08T13:04:37Z,0,exp_zhao18
TRE,C,2019-04-08,2,NEE,2,ok,108,-0.07346136175933798,34.861333333333334,0.6487507415106667,2019-04-08T13:07:23Z,-2.876882171399088,exp_zhao18
TRE,C,2019-04-08,2,NEE,3,ok,109,-0.1457311501614882,34.24214285714288,0.6487131444325714,2019-04-08T13:11:17Z,-5.718264732799282,exp_zhao18
TRE,C,2019-04-08,2,NEE,4,ok,110,-0.053522487127058205,33.73217391304348,0.6486388902033333,2019-04-08T13:14:03Z,-2.1033887077564084,exp_zhao18
PIL,B,2019-04-09,5,NEE,1,zero,111,0,29.497285714285738,0.6513172120541428,2019-04-09T10:26:23Z,0,exp_zhao18
PIL,B,2019-04-09,5,NEE,2,ok,112,-0.15091462596763752,29.732428571428557,0.6513143922732857,2019-04-09T10:29:01Z,-6.033924302170344,exp_zhao18
PIL,B,2019-04-09,5,NEE,3,zero,113,0,29.95618181818179,0.6512922185419999,2019-04-09T10:31:42Z,0,exp_zhao18
PIL,B,2019-04-09,5,NEE,4,ok,114,-0.0737173647377179,30.244428571428557,0.6512819647934285,2019-04-09T10:34:33Z,-2.9422744596295654,exp_zhao18
PIL,B,2019-04-09,5,Reco,1,ok,115,0.10587890934869093,30.49885714285716,0.6512579966561428,2019-04-09T10:39:02Z,4.222238940133804,exp_zhao18
PIL,B,2019-04-09,4,NEE,1,ok,116,-0.20406874036058653,31.00155555555557,0.6512158565977777,2019-04-09T10:47:48Z,-8.123876979348584,exp_zhao18
PIL,B,2019-04-09,4,NEE,2,ok,117,-0.020674096129730896,30.989142857142838,0.6511931416964285,2019-04-09T10:50:34Z,-0.8230305599533727,exp_zhao18
PIL,B,2019-04-09,4,NEE,3,ok,118,-0.06387251540872724,30.988,0.651224031114,2019-04-09T10:53:12Z,-2.542878922395723,exp_zhao18
PIL,B,2019-04-09,4,NEE,4,ok,119,-0.2339958651456185,30.85442857142857,0.6511889120251427,2019-04-09T10:55:47Z,-9.319383845869153,exp_zhao18
PIL,B,2019-04-09,4,Reco,1,ok,120,0.08595134733994486,30.631428571428557,0.6511381559697142,2019-04-09T10:59:18Z,3.4254414113702825,exp_zhao18
PIL,B,2019-04-09,3,NEE,1,zero,121,0,30.26728571428572,0.6512086504911427,2019-04-09T11:06:34Z,0,exp_zhao18
PIL,B,2019-04-09,3,NEE,2,zero,122,0,30.338181818181795,0.6510876562579999,2019-04-09T11:09:13Z,0,exp_zhao18
PIL,B,2019-04-09,3,NEE,3,zero,123,0,30.036,0.6510950133225999,2019-04-09T11:12:14Z,0,exp_zhao18
PIL,B,2019-04-09,3,NEE,4,zero,124,0,29.835090909090923,0.6511056003179999,2019-04-09T11:14:48Z,0,exp_zhao18
PIL,B,2019-04-09,3,Reco,1,ok,125,0.13215014082637666,29.101,0.6509901174747142,2019-04-09T11:17:58Z,5.292077666443896,exp_zhao18
PIL,B,2019-04-09,2,NEE,1,zero,126,0,29.3568181818182,0.6510845160475,2019-04-09T11:25:26Z,0,exp_zhao18
PIL,B,2019-04-09,2,NEE,2,ok,127,-0.05527951675960527,29.39571428571429,0.6510648416674285,2019-04-09T11:28:14Z,-2.2118180902227307,exp_zhao18
PIL,B,2019-04-09,2,NEE,3,zero,128,0,29.223714285714266,0.6510888098047142,2019-04-09T11:30:51Z,0,exp_zhao18
PIL,B,2019-04-09,2,NEE,4,zero,129,0,28.904200000000003,0.6510476410041999,2019-04-09T11:33:54Z,0,exp_zhao18
PIL,B,2019-04-09,2,Reco,1,ok,130,0.14997707089986323,28.53457142857144,0.6509858878034285,2019-04-09T11:37:07Z,6.017211415644762,exp_zhao18
PIL,B,2019-04-09,1,NEE,1,ok,131,-0.291866744003462,28.87385714285716,0.6511663537782857,2019-04-09T11:44:36Z,-11.700037277902116,exp_zhao18
PIL,B,2019-04-09,1,NEE,2,zero,132,0,29.3377142857143,0.6511593043261428,2019-04-09T11:47:07Z,0,exp_zhao18
PIL,B,2019-04-09,1,NEE,3,zero,133,0,29.20342857142856,0.6511494350931427,2019-04-09T11:49:42Z,0,exp_zhao18
PIL,B,2019-04-09,1,NEE,4,ok,134,-0.04697329622867795,29.042142857142835,0.6511649438878571,2019-04-09T11:52:53Z,-1.8819618264081583,exp_zhao18
PIL,B,2019-04-09,1,Reco,1,ok,135,0.19777916607860074,28.77385714285714,0.651093039476,2019-04-09T11:56:12Z,7.930089567644355,exp_zhao18
PIL,C,2019-04-09,5,NEE,1,ok,136,-0.23419969918494976,29.087499999999977,0.6513134523463333,2019-04-09T12:59:21Z,-9.383826353126679,exp_zhao18
PIL,C,2019-04-09,5,NEE,2,zero,137,0,28.569000000000017,0.6513062149087999,2019-04-09T13:02:41Z,0,exp_zhao18
PIL,C,2019-04-09,5,NEE,3,ok,138,-0.21257513338681167,28.230000000000018,0.6512692757795714,2019-04-09T13:05:11Z,-8.541035988765287,exp_zhao18
PIL,C,2019-04-09,5,NEE,4,ok,139,0.05650802407440203,27.665333333333308,0.6512619130184444,2019-04-09T13:09:27Z,2.2746666601542676,exp_zhao18
PIL,C,2019-04-09,5,Reco,1,ok,140,0.06895587913794606,27.061428571428564,0.6512861944647143,2019-04-09T13:12:09Z,2.7814283743607695,exp_zhao18
PIL,C,2019-04-09,4,NEE,1,zero,141,0,26.389571428571458,0.6513905263564286,2019-04-09T13:19:06Z,0,exp_zhao18
PIL,C,2019-04-09,4,NEE,2,zero,142,0,26.00671428571428,0.6513482296435714,2019-04-09T13:21:57Z,0,exp_zhao18
PIL,C,2019-04-09,4,NEE,3,ok,143,0.0013803934558663244,26.105857142857133,0.6513284911775714,2019-04-09T13:24:36Z,0.05586145431876263,exp_zhao18
PIL,C,2019-04-09,4,NEE,4,ok,144,-0.039420241596257795,26.029230769230765,0.6513364805566667,2019-04-09T13:27:54Z,-1.5956776910097255,exp_zhao18
PIL,C,2019-04-09,4,Reco,1,ok,145,0.20992093495211028,25.830877192982484,0.6513260918903508,2019-04-09T13:30:23Z,8.502815315181723,exp_zhao18
PIL,C,2019-04-09,3,NEE,1,ok,146,-0.28768908598505577,26.638571428571424,0.6510563823248571,2019-04-09T14:05:28Z,-11.616594886864613,exp_zhao18
PIL,C,2019-04-09,3,NEE,2,ok,147,-0.1466812441962322,26.84357142857141,0.6510281845162856,2019-04-09T14:07:56Z,-5.918536865438443,exp_zhao18
PIL,C,2019-04-09,3,NEE,3,ok,148,-0.16775286092542824,26.620714285714257,0.6510126757215713,2019-04-09T14:10:25Z,-6.773639934477546,exp_zhao18
PIL,C,2019-04-09,3,NEE,4,ok,149,-0.11957173657930947,26.464,0.6510225449545713,2019-04-09T14:13:05Z,-4.830748104832919,exp_zhao18
PIL,C,2019-04-09,3,Reco,1,ok,150,0.07557757232035005,26.2752857142857,0.650957689994857,2019-04-09T14:16:04Z,3.0549855221762034,exp_zhao18
PIL,C,2019-04-09,2,NEE,1,ok,151,-0.6620981866578983,27.63557142857144,0.6511395658601428,2019-04-09T14:27:59Z,-26.64964414862577,exp_zhao18
PIL,C,2019-04-09,2,NEE,2,ok,152,-0.26807046291218806,27.535142857142887,0.6510549724344284,2019-04-09T14:30:44Z,-10.792115495549346,exp_zhao18
PIL,C,2019-04-09,2,NEE,3,ok,153,-0.18515360101406375,27.27071428571429,0.6511155977228571,2019-04-09T14:33:36Z,-7.46126246512123,exp_zhao18
PIL,C,2019-04-09,2,NEE,4,ok,154,-0.32660190161849734,27.147142857142853,0.6510733010099999,2019-04-09T14:36:18Z,-13.165862795278732,exp_zhao18
PIL,C,2019-04-09,2,Reco,1,ok,155,0.1248069214071042,26.993142857142857,0.6510394636397142,2019-04-09T14:39:26Z,5.033493234839902,exp_zhao18
PIL,C,2019-04-09,1,NEE,1,ok,156,-0.16744710533234883,27.279714285714306,0.6510648416674285,2019-04-09T14:47:21Z,-6.747003457612672,exp_zhao18
PIL,C,2019-04-09,1,NEE,2,ok,157,-0.19861880351754585,27.285714285714278,0.6510225449545713,2019-04-09T14:49:57Z,-8.002335611564517,exp_zhao18
PIL,C,2019-04-09,1,NEE,3,ok,158,-0.1727192561542414,27.08514285714284,0.6510577922152856,2019-04-09T14:52:43Z,-6.963870786615181,exp_zhao18
PIL,C,2019-04-09,1,NEE,4,ok,159,-0.05460476540716224,26.71261538461539,0.651011048924923,2019-04-09T14:55:34Z,-2.204187373326387,exp_zhao18
PIL,C,2019-04-09,1,Reco,1,ok,160,0.15899222641918398,26.204857142857122,0.6509943471459999,2019-04-09T14:58:29Z,6.428634415438216,exp_zhao18
ACJ,B,2019-04-10,1,NEE,1,ok,161,-0.298896231193998,27.434339622641517,0.6707242473966037,2019-04-10T09:55:55Z,-12.40080919697917,exp_zhao18
ACJ,B,2019-04-10,1,NEE,2,ok,162,-0.07398984505815853,27.685285714285726,0.6706792373097142,2019-04-10T09:59:26Z,-3.066974287141981,exp_zhao18
ACJ,B,2019-04-10,1,NEE,3,zero,163,0,28.58882352941174,0.6706187364233823,2019-04-10T10:09:50Z,0,exp_zhao18
ACJ,B,2019-04-10,1,NEE,4,ok,164,-0.027672977561488454,28.95573529411763,0.6705722929739706,2019-04-10T10:12:54Z,-1.142074554525012,exp_zhao18
ACJ,B,2019-04-10,1,Reco,1,ok,165,0.04225091772243847,29.49928571428569,0.6705608065137143,2019-04-10T10:17:01Z,1.7405503417594703,exp_zhao18
ACJ,B,2019-04-10,2,NEE,1,zero,166,0,31.55740000000003,0.6702413253426001,2019-04-10T10:34:20Z,0,exp_zhao18
ACJ,B,2019-04-10,2,NEE,2,ok,167,-0.07714924801273038,31.762820512820497,0.6701791238689744,2019-04-10T10:36:47Z,-3.152817533443794,exp_zhao18
ACJ,B,2019-04-10,2,NEE,3,zero,168,0,32.093999999999994,0.6701293800425714,2019-04-10T10:40:05Z,0,exp_zhao18
ACJ,B,2019-04-10,2,NEE,4,ok,169,0.037454932790809026,32.40014285714284,0.6700927228914286,2019-04-10T10:43:12Z,1.5272613533739323,exp_zhao18
